web-scraper-order,web-scraper-start-url,unit-codes,unit-codes-href,prereqs
"1560437727-1615","http://handbook.mq.edu.au/2019/Units/UGByCode","FRN227 - Intermediate French II","http://handbook.mq.edu.au/2019/Units/UGUnit/FRN227","FRN226"
"1560437631-1540","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS307 - Field Geology and Mapping","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS307","null"
"1560436689-663","http://handbook.mq.edu.au/2019/Units/UGByCode","PACE360 - Seeing, Thinking and Doing PACE Internationally","http://handbook.mq.edu.au/2019/Units/UGUnit/PACE360","null"
"1560438162-2192","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHE420 - The Educational Leader","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHE420","null"
"1560438562-2684","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL227 - Ecology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL227","GEOS117"
"1560438712-2812","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS343 - Early China: History and Archaeology","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS343","null"
"1560437815-1736","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL389 - Practices in English","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL389","null"
"1560436148-64","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP431 - Languages in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP431","null"
"1560438218-2259","http://handbook.mq.edu.au/2019/Units/UGByCode","DMTH237 - Discrete Mathematics II","http://handbook.mq.edu.au/2019/Units/UGUnit/DMTH237","MATH136"
"1560438116-2133","http://handbook.mq.edu.au/2019/Units/UGByCode","ECON318 - Health Economics","http://handbook.mq.edu.au/2019/Units/UGUnit/ECON318","null"
"1560436843-798","http://handbook.mq.edu.au/2019/Units/UGByCode","MHIS205 - ANZAC: Australians at War","http://handbook.mq.edu.au/2019/Units/UGUnit/MHIS205","null"
"1560437667-1568","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOP370 - Urban Strategic Planning","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOP370","GEOS281"
"1560438256-2282","http://handbook.mq.edu.au/2019/Units/UGByCode","CRO460 - Advanced Croatian III","http://handbook.mq.edu.au/2019/Units/UGUnit/CRO460","CRO355"
"1560438852-2947","http://handbook.mq.edu.au/2019/Units/UGByCode","ACST402 - Actuarial Control Cycle 1","http://handbook.mq.edu.au/2019/Units/UGUnit/ACST402","null"
"1560438896-2995","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG355 - Information Systems for Management","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG355","null"
"1560438152-2174","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHP223 - Professional Experience 3","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHP223","ECHP222"
"1560438024-2016","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC260 - Language, Literacy and Learning","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC260","ECH126"
"1560436384-323","http://handbook.mq.edu.au/2019/Units/UGByCode","PSYC332 - Principles of Psychological Assessment","http://handbook.mq.edu.au/2019/Units/UGUnit/PSYC332","PSY248"
"1560436426-370","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY349 - Design and Statistics III","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY349","PSY248"
"1560438840-2916","http://handbook.mq.edu.au/2019/Units/UGByCode","AFIN253 - Financial Management","http://handbook.mq.edu.au/2019/Units/UGUnit/AFIN253","ACCG100"
"1560438520-2572","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL379 - Reef Evolution and Dynamics","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL379","BIOL228"
"1560437619-1523","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS348 - PACE in Earth and Planetary Sciences","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS348","null"
"1560436242-210","http://handbook.mq.edu.au/2019/Units/UGByCode","SPN404 - Advanced Spanish IV","http://handbook.mq.edu.au/2019/Units/UGUnit/SPN404","SPN302"
"1560436178-103","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP248 - Key Competencies in Inclusive Education","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP248","EDUC106"
"1560436210-171","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT273 - Introduction to Probability","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT273","MATH111"
"1560437565-1473","http://handbook.mq.edu.au/2019/Units/UGByCode","HLTH211 - Clinical Epidemiology and Biostatistics for Health Sciences","http://handbook.mq.edu.au/2019/Units/UGUnit/HLTH211","BIOL108"
"1560438938-3037","http://handbook.mq.edu.au/2019/Units/UGByCode","ABST202 - Culture, Creation and Characters: Indigenous Australian Literature","http://handbook.mq.edu.au/2019/Units/UGUnit/ABST202","null"
"1560438520-2574","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL379 - Reef Evolution and Dynamics","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL379","BIOL262"
"1560438252-2278","http://handbook.mq.edu.au/2019/Units/UGByCode","CROA240 - Croatian Migrations and Transnational Identities","http://handbook.mq.edu.au/2019/Units/UGUnit/CROA240","null"
"1560437803-1720","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS214 - Climate Change","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS214","null"
"1560436180-106","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT411 - Generalised Linear Models","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT411","STAT306"
"1560436935-872","http://handbook.mq.edu.au/2019/Units/UGByCode","MEDI304 - Advanced Clinical Science","http://handbook.mq.edu.au/2019/Units/UGUnit/MEDI304","MEDI209"
"1560436418-339","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY354 - Clinical and Experimental Neuroscience","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY354","BIOL247"
"1560436312-284","http://handbook.mq.edu.au/2019/Units/UGByCode","SOC320 - Sport, Culture and Society","http://handbook.mq.edu.au/2019/Units/UGUnit/SOC320","null"
"1560438546-2626","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL262 - Evolution","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL262","BIOL114"
"1560436927-862","http://handbook.mq.edu.au/2019/Units/UGByCode","MEDI308 - Professional Learning in the Clinical Sciences","http://handbook.mq.edu.au/2019/Units/UGUnit/MEDI308","MEDI206"
"1560438636-2738","http://handbook.mq.edu.au/2019/Units/UGByCode","ANTH224 - Mad, Bad, Sad: Cross Cultural Perspectives","http://handbook.mq.edu.au/2019/Units/UGUnit/ANTH224","ANTH106"
"1560436230-193","http://handbook.mq.edu.au/2019/Units/UGByCode","SSCI301 - Professional Social Research Project","http://handbook.mq.edu.au/2019/Units/UGUnit/SSCI301","SOC224"
"1560436142-53","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP441 - Legal Studies in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP441","null"
"1560438016-1999","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC267 - Classroom Management and Assessment","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC267","EDUC106"
"1560436825-788","http://handbook.mq.edu.au/2019/Units/UGByCode","MHIS222 - Pirates, Merchants and Holy Warriors: The Early Modern Mediterranean","http://handbook.mq.edu.au/2019/Units/UGUnit/MHIS222","null"
"1560436386-328","http://handbook.mq.edu.au/2019/Units/UGByCode","PSYC301 - Advanced Counselling Approaches and Principles","http://handbook.mq.edu.au/2019/Units/UGUnit/PSYC301","null"
"1560438597-2715","http://handbook.mq.edu.au/2019/Units/UGByCode","ASTR378 - General Relativity","http://handbook.mq.edu.au/2019/Units/UGUnit/ASTR378","PHYS301"
"1560436186-121","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT395 - Biostatistics and Epidemiology","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT395","null"
"1560438108-2119","http://handbook.mq.edu.au/2019/Units/UGByCode","ECON336 - Economic Development","http://handbook.mq.edu.au/2019/Units/UGUnit/ECON336","ECON204"
"1560438900-3005","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG340 - Auditing and Assurance Services","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG340","ACCG251"
"1560437887-1808","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGG255 - Data Analysis and Visualisation","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGG255","COMP115"
"1560437913-1846","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC446 - Advanced Computer Engineering","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC446","ELEC343"
"1560436430-384","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY344 - Neuropsychology in Clinical Practice","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY344","BIOL257"
"1560436206-161","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT279 - Operations Research I","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT279","STAT171"
"1560436609-615","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS140 - Physics IA","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS140","null"
"1560438154-2178","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHP222 - Professional Experience 2","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHP222","ECHE120"
"1560438331-2376","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP247 - Data Communications","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP247","ISYS114"
"1560438946-3040","http://handbook.mq.edu.au/2019/Units/UGByCode","ABEP330 - Program Planning in ATSI Contexts","http://handbook.mq.edu.au/2019/Units/UGUnit/ABEP330","ECH231"
"1560438521-2583","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL376 - Advanced Human Physiology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL376","null"
"1560437148-1105","http://handbook.mq.edu.au/2019/Units/UGByCode","LING337 - Language of Science and Technology","http://handbook.mq.edu.au/2019/Units/UGUnit/LING337","null"
"1560436274-238","http://handbook.mq.edu.au/2019/Units/UGByCode","SPHL209 - Introduction to Audiology","http://handbook.mq.edu.au/2019/Units/UGUnit/SPHL209","null"
"1560436681-659","http://handbook.mq.edu.au/2019/Units/UGByCode","PHIL201 - Business and Professional Ethics","http://handbook.mq.edu.au/2019/Units/UGUnit/PHIL201","null"
"1560438542-2618","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL316 - Invertebrate Biology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL316","BIOL228"
"1560436945-883","http://handbook.mq.edu.au/2019/Units/UGByCode","MEDI211 - Cardiorespiratory System","http://handbook.mq.edu.au/2019/Units/UGUnit/MEDI211","HLTH108"
"1560437417-1358","http://handbook.mq.edu.au/2019/Units/UGByCode","ITL449 - Advanced Italian IV","http://handbook.mq.edu.au/2019/Units/UGUnit/ITL449","null"
"1560438052-2051","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE403 - Professional Experience in the Primary School 2","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE403","null"
"1560436146-62","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP432 - Languages in the Secondary School II","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP432","null"
"1560436553-537","http://handbook.mq.edu.au/2019/Units/UGByCode","PICT301 - Global and Strategic Issues in Criminology","http://handbook.mq.edu.au/2019/Units/UGUnit/PICT301","LAWS250"
"1560437022-968","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH204 - Mechanics of Solids","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH204","PHYS106"
"1560437323-1280","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS300 - Social Innovation, Governance and Professional Leadership","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS300","LAWS250"
"1560436455-437","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY236 - Biopsychology and Learning","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY236","STAT122"
"1560436140-47","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP442 - English as a Second Language in Schools I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP442","null"
"1560438667-2762","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS393 - Capstone Unit: Archaeology","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS393","AHIS191"
"1560437891-1819","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGG150 - Electrical and Mechanical Principles","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGG150","null"
"1560436641-643","http://handbook.mq.edu.au/2019/Units/UGByCode","PHL281 - Philosophy of Language","http://handbook.mq.edu.au/2019/Units/UGUnit/PHL281","null"
"1560438564-2691","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL206 - Genetics","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL206","BIOL108"
"1560436457-448","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY235 - Developmental Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY235","STAT122"
"1560436364-313","http://handbook.mq.edu.au/2019/Units/UGByCode","RSN255 - Intermediate Russian II","http://handbook.mq.edu.au/2019/Units/UGUnit/RSN255","RSN250"
"1560438465-2519","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS201 - Biochemistry and Cell Biology","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS201","CBMS107"
"1560437791-1693","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS302 - Urban Climate and Air Quality","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS302","ENVE216"
"1560437309-1265","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS502 - Family Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS502","null"
"1560438192-2233","http://handbook.mq.edu.au/2019/Units/UGByCode","ECH431 - Teaching and Learning Mathematics","http://handbook.mq.edu.au/2019/Units/UGUnit/ECH431","null"
"1560438918-3026","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG200 - Management Accounting","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG200","ACCG106"
"1560437855-1773","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL207 - World Literature in English","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL207","ENGL120"
"1560436984-905","http://handbook.mq.edu.au/2019/Units/UGByCode","MECO311 - Telling True Stories 2","http://handbook.mq.edu.au/2019/Units/UGUnit/MECO311","MAS211"
"1560437779-1663","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS362 - Environmental Management","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS362","null"
"1560436461-476","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY224 - Psychology, Health and Wellbeing","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY224","PSYC104"
"1560437471-1403","http://handbook.mq.edu.au/2019/Units/UGByCode","INTS316 - International Studies Advanced In-Country Study 1","http://handbook.mq.edu.au/2019/Units/UGUnit/INTS316","null"
"1560438134-2157","http://handbook.mq.edu.au/2019/Units/UGByCode","ECON204 - Macroeconomic Analysis","http://handbook.mq.edu.au/2019/Units/UGUnit/ECON204","null"
"1560438288-2307","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP430 - Software Engineering Practices","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP430","COMP333"
"1560436258-224","http://handbook.mq.edu.au/2019/Units/UGByCode","SPN210 - Passion and Repression","http://handbook.mq.edu.au/2019/Units/UGUnit/SPN210","SPN201"
"1560438828-2894","http://handbook.mq.edu.au/2019/Units/UGByCode","AFIN329 - Derivative Instruments","http://handbook.mq.edu.au/2019/Units/UGUnit/AFIN329","AFIN252"
"1560438818-2880","http://handbook.mq.edu.au/2019/Units/UGByCode","AFIN450 - Research Methodology in Actuarial Studies","http://handbook.mq.edu.au/2019/Units/UGUnit/AFIN450","null"
"1560438329-2373","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP249 - Web Technology","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP249","ISYS114"
"1560437097-1070","http://handbook.mq.edu.au/2019/Units/UGByCode","MAS312 - Advanced Screen Production 1","http://handbook.mq.edu.au/2019/Units/UGUnit/MAS312","MAS212"
"1560436901-844","http://handbook.mq.edu.au/2019/Units/UGByCode","MGK337 - Advanced Modern Greek II","http://handbook.mq.edu.au/2019/Units/UGUnit/MGK337","null"
"1560436599-596","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS202 - Electromagnetism and Thermodynamics","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS202","PHYS143"
"1560436759-703","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG311 - Brand Management","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG311","MKTG203"
"1560436761-706","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG310 - Marketing Metrics","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG310","MKTG203"
"1560437060-1044","http://handbook.mq.edu.au/2019/Units/UGByCode","MATH136 - Mathematics IB","http://handbook.mq.edu.au/2019/Units/UGUnit/MATH136","MATH132"
"1560437879-1793","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGG414 - Engineering Project","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGG414","null"
"1560436767-731","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG307 - Sales Management","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG307","MKTG208"
"1560438032-2022","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC107 - Introduction to Educational Studies","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC107","null"
"1560436469-485","http://handbook.mq.edu.au/2019/Units/UGByCode","POL389 - US Foreign Policy in the Asian Century","http://handbook.mq.edu.au/2019/Units/UGUnit/POL389","null"
"1560438100-2106","http://handbook.mq.edu.au/2019/Units/UGByCode","ECON360 - International Finance","http://handbook.mq.edu.au/2019/Units/UGUnit/ECON360","null"
"1560436252-219","http://handbook.mq.edu.au/2019/Units/UGByCode","SPN302 - Advanced Spanish II","http://handbook.mq.edu.au/2019/Units/UGUnit/SPN302","SPN301"
"1560437723-1612","http://handbook.mq.edu.au/2019/Units/UGByCode","FRN250 - Reading in French","http://handbook.mq.edu.au/2019/Units/UGUnit/FRN250","FRN226"
"1560436527-512","http://handbook.mq.edu.au/2019/Units/UGByCode","PLH312 - Reading in Polish","http://handbook.mq.edu.au/2019/Units/UGUnit/PLH312","PLH221"
"1560437305-1260","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS504 - Advanced Administrative Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS504","LAW315"
"1560437102-1074","http://handbook.mq.edu.au/2019/Units/UGByCode","MAS302 - Media Identities","http://handbook.mq.edu.au/2019/Units/UGUnit/MAS302","null"
"1560437735-1623","http://handbook.mq.edu.au/2019/Units/UGByCode","FRN123 - Introductory French II","http://handbook.mq.edu.au/2019/Units/UGUnit/FRN123","FRN122"
"1560437813-1726","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL390 - Writing for Production and Publication","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL390","ENGL233"
"1560437154-1117","http://handbook.mq.edu.au/2019/Units/UGByCode","LING325 - Second Language Teaching and Learning","http://handbook.mq.edu.au/2019/Units/UGUnit/LING325","LING219"
"1560437002-932","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH410 - Mechanical Engineering Research Thesis A","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH410","MECH303"
"1560436605-609","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS149 - Physics for Life Sciences","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS149","MATH123"
"1560436360-310","http://handbook.mq.edu.au/2019/Units/UGByCode","RSN290 - Communication in Russian","http://handbook.mq.edu.au/2019/Units/UGUnit/RSN290","null"
"1560437139-1094","http://handbook.mq.edu.au/2019/Units/UGByCode","LING399 - Language as Evidence","http://handbook.mq.edu.au/2019/Units/UGUnit/LING399","LING214"
"1560437409-1351","http://handbook.mq.edu.au/2019/Units/UGByCode","JPS114 - Introductory Japanese III","http://handbook.mq.edu.au/2019/Units/UGUnit/JPS114","JPS102"
"1560437611-1513","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS385 - Global Tectonics","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS385","GEOS205"
"1560438293-2315","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP410 - Software Engineering Research Thesis A","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP410","null"
"1560437783-1671","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS340 - Environmental Change","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS340","null"
"1560437667-1566","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOP370 - Urban Strategic Planning","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOP370","ENVG281"
"1560436767-732","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG307 - Sales Management","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG307","MKTG210"
"1560437020-961","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH205 - Engineering Materials","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH205","MATH135"
"1560437585-1493","http://handbook.mq.edu.au/2019/Units/UGByCode","GMN311 - Advanced German II","http://handbook.mq.edu.au/2019/Units/UGUnit/GMN311","null"
"1560437970-1958","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC244 - Digital Signal Processing","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC244","ELEC240"
"1560436154-72","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP428 - History in the Secondary School II","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP428","TEP427"
"1560436769-739","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG306 - E-Marketing","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG306","MKTG202"
"1560437144-1104","http://handbook.mq.edu.au/2019/Units/UGByCode","LING339 - Morphosyntax: The Meaningful Components of Words","http://handbook.mq.edu.au/2019/Units/UGUnit/LING339","null"
"1560437813-1734","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL390 - Writing for Production and Publication","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL390","MECO311"
"1560438309-2337","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP343 - Cryptography and Information Security","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP343","null"
"1560436455-445","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY236 - Biopsychology and Learning","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY236","null"
"1560438258-2284","http://handbook.mq.edu.au/2019/Units/UGByCode","CRO380 - Advanced Croatian Short Term Residential Program","http://handbook.mq.edu.au/2019/Units/UGUnit/CRO380","null"
"1560438870-2968","http://handbook.mq.edu.au/2019/Units/UGByCode","ACST255 - Contingent Payments 1","http://handbook.mq.edu.au/2019/Units/UGUnit/ACST255","STAT272"
"1560438490-2540","http://handbook.mq.edu.au/2019/Units/UGByCode","BUSL301 - Corporations Law","http://handbook.mq.edu.au/2019/Units/UGUnit/BUSL301","BUSL250"
"1560437177-1130","http://handbook.mq.edu.au/2019/Units/UGByCode","LING220 - Syntax","http://handbook.mq.edu.au/2019/Units/UGUnit/LING220","LING110"
"1560437022-965","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH204 - Mechanics of Solids","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH204","ELEC170"
"1560438303-2323","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP348 - Document Processing and the Semantic Web","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP348","COMP257"
"1560437968-1954","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC260 - Introduction to Mechatronics","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC260","PHYS106"
"1560437294-1247","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS512 - Advanced Topics in Criminal Justice","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS512","null"
"1560436815-783","http://handbook.mq.edu.au/2019/Units/UGByCode","MHIS303 - Screening the Past: History on Film and Television","http://handbook.mq.edu.au/2019/Units/UGUnit/MHIS303","null"
"1560438822-2886","http://handbook.mq.edu.au/2019/Units/UGByCode","AFIN352 - Applied Portfolio Management","http://handbook.mq.edu.au/2019/Units/UGUnit/AFIN352","ACST201"
"1560436786-766","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG205 - Business to Business Marketing","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG205","MKTG101"
"1560437909-1841","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC476 - Advanced Electronics Engineering","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC476","null"
"1560438872-2970","http://handbook.mq.edu.au/2019/Units/UGByCode","ACST252 - Finance and Financial Reporting","http://handbook.mq.edu.au/2019/Units/UGUnit/ACST252","null"
"1560437659-1560","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOP463 - Planning and Design Project","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOP463","ENVG370"
"1560436579-557","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS388 - Advanced Physics III","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS388","PHYS188"
"1560436745-698","http://handbook.mq.edu.au/2019/Units/UGByCode","MMCS220 - Arts and Entertainment Industries","http://handbook.mq.edu.au/2019/Units/UGUnit/MMCS220","null"
"1560438862-2958","http://handbook.mq.edu.au/2019/Units/UGByCode","ACST355 - Contingent Payments 2","http://handbook.mq.edu.au/2019/Units/UGUnit/ACST355","ACST358"
"1560438056-2055","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE353 - Curriculum and Teaching in the Primary School 3","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE353","EDUC258"
"1560436204-158","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT302 - Graphics, Multivariate Methods and Data Mining","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT302","null"
"1560437563-1471","http://handbook.mq.edu.au/2019/Units/UGByCode","HLTH213 - Anatomy of Head, Neck and Trunk","http://handbook.mq.edu.au/2019/Units/UGUnit/HLTH213","HLTH108"
"1560436422-355","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY351 - Research Methods in Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY351","PSY248"
"1560437905-1833","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC496 - Advanced Electrical Energy Systems","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC496","null"
"1560436557-544","http://handbook.mq.edu.au/2019/Units/UGByCode","PICT213 - Crisis Management and Disaster Relief","http://handbook.mq.edu.au/2019/Units/UGUnit/PICT213","PICT111"
"1560436601-602","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS201 - Classical and Quantum Oscillations and Waves","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS201","PHYS140"
"1560437909-1839","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC476 - Advanced Electronics Engineering","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC476","ELEC343"
"1560436186-118","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT395 - Biostatistics and Epidemiology","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT395","BIOL235"
"1560438054-2052","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE354 - Curriculum and Teaching in the Primary School 4","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE354","EDTE353"
"1560438042-2033","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE434 - Science in the Secondary School II","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE434","TEP401"
