web-scraper-order,web-scraper-start-url,faculties,faculties-href,courses,courses-href,conditions
"1560498334-4047","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","MFAC3514
      8 UOC
      Elective","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC3514/?browseByFaculty=FacultyOfMedicine&","null"
"1560500100-4859","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","SRAP4051
      6 UOC
      Social Research and Policy Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SRAP4051/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Social Research and Policy honours program"
"1560498779-4232","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3135
      6 UOC
      Land Dealings: Residential and Commercial Contracts","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3135/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses including Equity & Trusts"
"1560501361-5479","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS1190
      6 UOC
      Sydney: History, Landscapes, People","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS1190/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560497506-3645","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","INFS3603
      6 UOC
      Introduction to Business Analytics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS3603/?browseByFaculty=UnswBusinessSchool&","Prerequisite: (INFS1602 OR enroled in Program 3959 Data Science and Decisions) AND completion of 72 UOC within that program."
"1560500231-4923","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MUSC2603
      6 UOC
      Materials and Structures of Music 4","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MUSC2603/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at level 1, including MUSC2602"
"1560501082-5342","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2785
      6 UOC
      Europe's Age of Catastrophe, 1914-1945","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2785/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560498344-4052","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","MFAC3507
      10 UOC
      Elective","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC3507/?browseByFaculty=FacultyOfMedicine&","null"
"1560499264-4463","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP6447
      6 UOC
      System and Software Security Assessment","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6447/?browseByFaculty=FacultyOfEngineering&","Prerequisite: A mark of at least 65 in COMP6841, or a mark of at least 75 in COMP6441 or COMP3441."
"1560497494-3639","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","INFS3632
      6 UOC
      Service and Quality Management","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS3632/?browseByFaculty=UnswBusinessSchool&","Prerequisite:INFS1602 AND completion of 72 UOC within that program."
"1560498080-3924","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BABS2202
      6 UOC
      Molecular Cell Biology 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BABS2202/?browseByFaculty=FacultyOfScience&","Pre-requisite: BABS1201 and CHEM1011 or CHEM1031"
"1560497531-3657","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","INFS1603
      6 UOC
      Introduction to Business Databases","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS1603/?browseByFaculty=UnswBusinessSchool&","null"
"1560499018-4342","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","ELEC2117
      6 UOC
      Electrical Systems Design","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ELEC2117/?browseByFaculty=FacultyOfEngineering&","Pre-Requisite:(elec1111 or elec1112) and (elec2141 or elec1041) and (comp1511 or comp1911 or comp1917)"
"1560499128-4396","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CVEN4033
      12 UOC
      Higher Honours Thesis B","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4033/?browseByFaculty=FacultyOfEngineering&","Prerequisite: CVEN4032."
"1560497441-3613","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MARK3054
      6 UOC
      Marketing Analytics and Big Data","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK3054/?browseByFaculty=UnswBusinessSchool&","Pre-requisite: ECON1203 or MARK2052. If students can demonstrate they have equivalent statistics knowledge, but haven't completed any of the listed pre-requisite courses, they can seek permission from Program Coordinator by submitting an online form."
"1560499663-4657","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","LAND2301
      12 UOC
      Landscape Studio 5 Site Planning: Landscape Systems and Performance","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAND2301/?browseByFaculty=FacultyOfBuiltEnvironment&","Pre-requisite: LAND2202"
"1560497989-3879","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BIOC4109
      12 UOC
      Genetics Honours (PT)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BIOC4109/?browseByFaculty=FacultyOfScience&","null"
"1560501072-5337","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2817
      6 UOC
      Diplomacy and Statecraft: Past, Present, Futures","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2817/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560501398-5493","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SOMA3801
      6 UOC
      Special Project","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOMA3801/?browseByFaculty=FacultyOfArtDesign&","null"
"1560497286-3543","https://www.handbook.unsw.edu.au/","UNSW Canberra at ADFA","https://www.handbook.unsw.edu.au/UnswCanberraAtAdfa/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ad","ZBUS2208
                      6 UOC
                    Innovation and Organisation","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ZBUS2208/?browseByFaculty=UnswCanberraAtAdfa&","null"
"1560501347-5472","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS1360
      6 UOC
      Truth and Human Existence: Introduction to Philosophy (1A)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS1360/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560500679-5144","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4812
      18 UOC
      Asian Studies Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4812/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Asian Studies honours program"
"1560499245-4454","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP6752
      6 UOC
      Modelling Concurrent Systems","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6752/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP2521 or COMP1927"
"1560497928-3849","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","CHEM1041
      6 UOC
      Higher Chemistry 1B: Elements, Compounds and Life","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CHEM1041/?browseByFaculty=FacultyOfScience&","Prerequisite: CHEM1031, or CHEM1011 with a credit or above."
"1560500466-5039","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6722
      6 UOC
      Society and Culture Method 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6722/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 78 units of credit overall, including EDST2002, and enrolment in program 4053 or 4054"
"1560497948-3859","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BIOS3681
      6 UOC
      Ocean to Estuarine Ecosystems (Advanced)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BIOS3681/?browseByFaculty=FacultyOfScience&","None"
"1560498563-4126","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3713
      6 UOC
      Indigenous Peoples in International Law","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3713/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses including either Law in the Global Context (LAWS2270) or Public International Law (LAWS3381)."
"1560501490-5539","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SDES3174
      6 UOC
      Digital Design - Introduction to Web Design","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SDES3174/?browseByFaculty=FacultyOfArtDesign&","null"
"1560498044-3906","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BABS4516
      16 UOC
      Biotechnology and Biomolecular Sciences Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BABS4516/?browseByFaculty=FacultyOfScience&","Pre: Enrolled in BABS Honours plan"
"1560500288-4951","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MDIA2011
      6 UOC
      Media Design for Change","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA2011/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at level 1 including MDIA1002 or MDIA1003. Or 24 units of credit at level 1 and enrolment  in a Development Studies major"
"1560500432-5022","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6743
      12 UOC
      Science Double Method 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6743/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: EDST6713. Corerequisite: EDST6760"
"1560500391-5002","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6775
      6 UOC
      Visual Arts Method 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6775/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 78 units of credit overall, including EDST2002, and enrolment in program 4059, 4061, 4062, 4063, 4064, or 4066"
"1560501894-5738","https://www.handbook.unsw.edu.au/","DVC (Academic) Board of Studies","https://www.handbook.unsw.edu.au/DvcacademicBoardOfStudies/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b3","REGZ9073
      6 UOC
      UPP Mathematics Skills 3","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/REGZ9073/?browseByFaculty=DvcacademicBoardOfStudies&","null"
"1560499927-4788","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BENV6731
      6 UOC
      Contemporary Issues in Urbanism","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BENV6731/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: 96 units of credit completed in Built Environment"
"1560497211-3508","https://www.handbook.unsw.edu.au/","UNSW Global","https://www.handbook.unsw.edu.au/UnswGlobal/browse?id=a9321f614ffd57009106fd501310c7eb","DPST1072
      6 UOC
      Engineering Mechanics 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DPST1072/?browseByFaculty=UnswGlobal&","UNSW Global Diplomas only (7001, 7002)"
"1560497700-3740","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON3107
      6 UOC
      Economics of Finance","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON3107/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ECON2101"
"1560500142-4880","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","SOCW3001
      12 UOC
      Social Work Practice - Level Three Placement","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOCW3001/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: SOCW1001, SOCW1003, SOCW2003, SOCW2006; Corequisite: SOCW3002"
"1560499491-4576","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","BIOM9027
      6 UOC
      Medical Imaging","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BIOM9027/?browseByFaculty=FacultyOfEngineering&","null"
"1560501888-5735","https://www.handbook.unsw.edu.au/","DVC (Academic) Board of Studies","https://www.handbook.unsw.edu.au/DvcacademicBoardOfStudies/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b3","REGZ9077
      6 UOC
      Social Science Skills 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/REGZ9077/?browseByFaculty=DvcacademicBoardOfStudies&","null"
"1560499864-4757","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BLDG4504
      12 UOC
      Thesis","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BLDG4504/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: BLDG4501."
"1560497326-3558","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT4750
      12 UOC
      Management 4 (Honours) F/T","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT4750/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Program 4501 and enrolled in the Management Honours plan is required."
"1560497642-3712","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON4201
      6 UOC
      Applied Macroeconometrics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON4201/?browseByFaculty=UnswBusinessSchool&","Admission to Economics Honours (program 4502 or stream ECONFH4501)"
"1560498853-4268","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS2385
      6 UOC
      Equity and Trusts","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS2385/?browseByFaculty=FacultyOfLaw&","Prerequisite: Principles of Private Law (LAWS1150/JURD7150) and Contracts (LAWS1075/ JURD7175)"
"1560500711-5160","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4617
      12 UOC
      Theatre and Performance Studies Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4617/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in Theatre and Performance Studies honours program"
"1560501002-5303","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3054
      6 UOC
      The Getting of Wisdom: Youth, Literature and the Formation of the Self","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3054/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in one of the following streams, English"
"1560499548-4604","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","AERO9660
      6 UOC
      Advanced Aerospace Propulsion","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/AERO9660/?browseByFaculty=FacultyOfEngineering&","null"
"1560500706-5157","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4621
      12 UOC
      Creative Writing Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4621/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in a Creative Writing honours program"
"1560498615-4152","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3396
      6 UOC
      Family Law Advocacy and Practice","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3396/?browseByFaculty=FacultyOfLaw&","Prerequisite: Family Law (LAWS3391) and completion of 78 UOC in LAWS courses."
"1560499876-4763","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BLDG4019
      6 UOC
      Property & Asset Management","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BLDG4019/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560501118-5360","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2630
      6 UOC
      Intermediate Japanese A","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2630/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: ARTS1631 or language placement approval"
"1560500399-5006","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6761
      6 UOC
      Professional Experience 2/Internship","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6761/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: EDST6760 and 12 units of credit in Teaching Methods courses. Students must have passed the Literacy and Numeracy Test for Initial Teacher Education in order to enrol into this course."
"1560499459-4560","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","BIOM9914
      12 UOC
      Masters Project","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BIOM9914/?browseByFaculty=FacultyOfEngineering&","null"
"1560497512-3648","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","INFS3020
      6 UOC
      International Information Systems and Technology Practicum","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS3020/?browseByFaculty=UnswBusinessSchool&","Enrolment in program 3979 or 3971 or 3964 or 3584. Good Academic Standing with a minimum WAM of 60 and completion of 96 UOC, including a minimum of 36 UOC of INFS courses."
"1560497476-3630","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","INFS4831
      6 UOC
      Information Systems Consulting","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4831/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Enrolled in Honours majoring in Information Systems."
"1560497626-3704","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON4307
      6 UOC
      Health Economics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON4307/?browseByFaculty=UnswBusinessSchool&","Admission to Economics Honours (program 4502 or stream ECONFH4501)"
"1560501234-5417","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2122
      6 UOC
      Performance Production","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2122/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560498032-3900","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BEES2041
      6 UOC
      Data Analysis for Life and Earth Sciences","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BEES2041/?browseByFaculty=FacultyOfScience&","Exclusion: MATH2099 & PSYC2001"
"1560497871-3821","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","CHEM4502
      6 UOC
      Chemistry Honours Coursework","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CHEM4502/?browseByFaculty=FacultyOfScience&","null"
"1560500510-5061","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST4503
      18 UOC
      Education Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST4503/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Education honours program"
"1560500428-5020","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6745
      6 UOC
      Business Studies Method 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6745/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: EDST6715. Corerequisite: EDST6760"
"1560500122-4870","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","SOCW4015
      6 UOC
      Honours Research Thesis","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOCW4015/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 168 UOC overall, SOCW4003, SOCW4011, SOCW4012, SOCW4013, enrolment in a Social Work program and an overall WAM of 70. Corequisite: SOCW4018"
"1560500738-5173","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4600
      6 UOC
      Dance Studies Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4600/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Dance Studies honours program"
"1560501718-5652","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DDES1201
      6 UOC
      Design History and Theory 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DDES1201/?browseByFaculty=FacultyOfArtDesign&","null"
"1560499744-4697","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","INTA2000
      6 UOC
      Interior Architecture Practice Studio 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INTA2000/?browseByFaculty=FacultyOfBuiltEnvironment&","Co-Req: BENV0001"
"1560501520-5554","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SDES2406
      6 UOC
      Graphics Media: Visual Communication","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SDES2406/?browseByFaculty=FacultyOfArtDesign&","null"
