web-scraper-order,web-scraper-start-url,faculties,faculties-href,courses,courses-href,conditions
"1560498125-3946","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","AVIA3013
      6 UOC
      Workplace Safety","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/AVIA3013/?browseByFaculty=FacultyOfScience&","null"
"1560499324-4493","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP3511
      6 UOC
      Human Computer Interaction","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3511/?browseByFaculty=FacultyOfEngineering&","Prerequisite: Completion of 48 UOC"
"1560499212-4438","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP9332
      6 UOC
      Network Routing and Switching","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9332/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP3331."
"1560498416-4088","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","HESC3581
      6 UOC
      Physical Activity in Special Populations","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/HESC3581/?browseByFaculty=FacultyOfMedicine&","Prerequisites: HESC3541, HESC3504"
"1560498832-4258","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3028
      6 UOC
      Employment Law","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3028/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses."
"1560497439-3612","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MARK3081
      6 UOC
      Distribution Strategy and Retail Channels","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK3081/?browseByFaculty=UnswBusinessSchool&","Prerequisite:MARK1012"
"1560501482-5535","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SDES3403
      6 UOC
      Experimental Art Textiles","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SDES3403/?browseByFaculty=FacultyOfArtDesign&","L2 Textiles Prerequisite"
"1560497205-3505","https://www.handbook.unsw.edu.au/","UNSW Global","https://www.handbook.unsw.edu.au/UnswGlobal/browse?id=a9321f614ffd57009106fd501310c7eb","DPST1092
      6 UOC
      Computer Systems Fundamentals","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DPST1092/?browseByFaculty=UnswGlobal&","UNSW Global Diplomas only (7001, 7002)"
"1560497474-3629","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","INFS4854
      6 UOC
      Information Systems Strategy and Management","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4854/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Enrolled in Honours majoring in Information Systems."
"1560501811-5698","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DART1340
      6 UOC
      Contexts for Art","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DART1340/?browseByFaculty=FacultyOfArtDesign&","null"
"1560497574-3678","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","FINS3641
      6 UOC
      Security Analysis and Valuation","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/FINS3641/?browseByFaculty=UnswBusinessSchool&","Prerequisite: FINS2624"
"1560498356-4058","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","MFAC3501
      10 UOC
      Medicine","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC3501/?browseByFaculty=FacultyOfMedicine&","null"
"1560501518-5553","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SDES2407
      6 UOC
      Graphics Media: Experimental Typography","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SDES2407/?browseByFaculty=FacultyOfArtDesign&","null"
"1560499182-4423","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CVEN2302
      6 UOC
      Materials and Structures","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN2302/?browseByFaculty=FacultyOfEngineering&","null"
"1560500375-4994","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6924
      6 UOC
      Earth and Environmental Science Method 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6924/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 78 units of credit overall, including EDST2002, and enrolment in program 4076"
"1560499695-4673","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","LAND1351
      6 UOC
      Landscape Performance and Management","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAND1351/?browseByFaculty=FacultyOfBuiltEnvironment&","Pre-requisite: LAND2152"
"1560500358-4986","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6954
      6 UOC
      Earth and Environmental Science Method 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6954/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: EDST6924. Corerequisite: EDST6760"
"1560498603-4146","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3423
      6 UOC
      Research Thesis","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3423/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses."
"1560497284-3542","https://www.handbook.unsw.edu.au/","UNSW Canberra at ADFA","https://www.handbook.unsw.edu.au/UnswCanberraAtAdfa/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ad","ZBUS2302
      6 UOC
      Leadership","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ZBUS2302/?browseByFaculty=UnswCanberraAtAdfa&","Prerequisite: ZBUS1101"
"1560498376-4068","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","MFAC2505
      24 UOC
      Integrated Clinical Studies A","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC2505/?browseByFaculty=FacultyOfMedicine&","null"
"1560499935-4792","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BENV6001
      6 UOC
      Street Life Studies: Sydney Phnom Penh","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BENV6001/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: 96 unit of credits completed"
"1560497551-3667","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","FINS4792
      6 UOC
      Microstructure of Markets","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/FINS4792/?browseByFaculty=UnswBusinessSchool&","Corequisite: Must be enrolled in program 4501 (Finance) or FINS3775 or FINS4775"
"1560501238-5419","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2120
      6 UOC
      Writing for Performance","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2120/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560499689-4670","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","LAND1482
      6 UOC
      Professional Practice for Landscape Architects","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAND1482/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560498924-4302","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","GENL0252
                      6 UOC
                    International Relations and Sport","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/GENL0252/?browseByFaculty=FacultyOfLaw&","null"
"1560501094-5348","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2750
      6 UOC
      Modern Latin America: Dependency and Development","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2750/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560501061-5332","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2845
      6 UOC
      Sex, Human Rights and Justice","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2845/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560500330-4972","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","INST1005
      6 UOC
      Key Debates in International Studies","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INST1005/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in an International Studies single or dual program"
"1560501226-5413","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2127
      6 UOC
      Great Plays","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2127/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560498930-4305","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","GENL0231
                      6 UOC
                    Law in the Digital Age","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/GENL0231/?browseByFaculty=FacultyOfLaw&","null"
"1560497328-3559","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT4739
      12 UOC
      Thesis B (Human Resource Management)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT4739/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Program 4501 and enrolled in the Human Resource Management Honours plan."
"1560500314-4964","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MDIA1004
      6 UOC
      News Fundamentals","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA1004/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in a Media program or Creative Writing Major"
"1560501601-5594","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SART2841
      6 UOC
      Electronic Technologies","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SART2841/?browseByFaculty=FacultyOfArtDesign&","null"
"1560498969-4318","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","ELEC4605
      6 UOC
      Quantum Devices and Computers","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ELEC4605/?browseByFaculty=FacultyOfEngineering&","Pre-Requisite: Elec3705"
"1560498920-4300","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","GENL1022
                      6 UOC
                    Women and Religion","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/GENL1022/?browseByFaculty=FacultyOfLaw&","null"
"1560498465-4113","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","ANAT2521
                      6 UOC
                    Evolution of Human Structure","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ANAT2521/?browseByFaculty=FacultyOfMedicine&","null"
"1560498450-4105","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","GENM0510
      6 UOC
      Making News: Engaging the Media","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/GENM0510/?browseByFaculty=FacultyOfMedicine&","Excluded: Not available to Undergraduate Faculty of Medicine single/dual program students"
"1560500280-4947","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MDIA3004
      6 UOC
      Festivals and Exhibitions","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3004/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 66 units of credit overall, and enrolment in a single or dual award Media program"
"1560501652-5619","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SART2400
      6 UOC
      Painting and Materiality","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SART2400/?browseByFaculty=FacultyOfArtDesign&","null"
"1560500409-5011","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6755
      6 UOC
      Mathematics Method 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6755/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: EDST6725. Corerequisite: EDST6760"
"1560497802-3790","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ACTL3151
      6 UOC
      Life Contingencies","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACTL3151/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ACTL2111 and ACTL2102"
"1560501771-5678","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DART3101
      6 UOC
      Studio Art Practice 6","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DART3101/?browseByFaculty=FacultyOfArtDesign&","null"
"1560499443-4552","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CEIC2007
      6 UOC
      Chemical Engineering Lab A","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CEIC2007/?browseByFaculty=FacultyOfEngineering&","null"
"1560500044-4846","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","ARCH1222
      6 UOC
      Architectural History and Theory 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARCH1222/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560500381-4997","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6921
      6 UOC
      Modern History Method 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6921/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 78 units of credit overall, including EDST2002, and enrolment in program 4053 or 4054"
"1560498179-3970","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","YMED3007
      6 UOC
      Environmental and Occupational Health","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/YMED3007/?browseByFaculty=FacultyOfMedicine&","Currently enrolled in program 3880 Bachelor of International Public Health"
